text,Legal(LG),Functional(F),LookandFeel(LF),Privacy(PR),Reliability(RL),Recoverability(RC),Audit(AU),Maintenance(MT),Operational(OP),Security(SC),OtherFunctional(OT),Usability(US),AccessControl(AC),PerformanceandScalability(PS),Availability(AV)
the top 1 or 4 of the table will hold events that are to occur sequentially,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the bottom 3 or 4 of the table will hold events that occur according to its relevance to current time,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall color code events according to their variance from current time,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall display data from the sync matrix 10 and exercise management tool 10 applications,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall link events back to either the sync matrix 10 or the exercise managment tool 10 applications for modifications,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall allow modification of the display,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall offer a display of all the events in the exercise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall filter data by venues and key events,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall allow a user to define the time segments,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall display the local and exercise time in separate clocks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall offer the ability to pause and resume the refresh of data,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide charts for the activity or event actual versus assumed time,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall provide a history report of changes made to the activity or event data,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
the look and feel of the system shall conform to the user interface standards of the smart device,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the user interface shall have standard menus buttons for navigation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the system shall have a professional appearance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the product shall have a consistent color scheme and fonts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the system shall be used by realtors with no training,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the system shall be intuitive and self explanatory,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall be easy for a realtor to learn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall use symbols and words that are naturally understandable by the realtor community,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall produce search results in an acceptable time,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the search results shall be returned no later 30 seconds after the user has entered the search criteria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall generate a cma report in an acceptable time,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the cma report shall be returned no later 60 seconds after the user has entered the cma report criteria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall synchronize contacts and appointments in an acceptable time,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall synchronize with the office system every hour,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the product shall be available for use 24 hours per day 365 days per year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
out of 1000 accesses to the system the system is available 999 times,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the product shall operate in offline mode whenever internet connection is unavailable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
the product shall allow the user to view previously downloaded search results cma reports and appointments,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the product shall retain user preferences in the event of a failure,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100 percent  of saved user preferences shall be restored when system comes back online,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the product shall be able to support multiple remote users,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall be able support 1000 simultaneous users,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall be capable of handling the existing 1000 users,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
this number is expected to grow 5 times within the next year,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the product shall be installed by an untrained realtor without recourse to separatelyprinted instructions,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90 percent  of untrained realtors shall be able to install the product on their device without printed instructions,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product is expected to run on windows ce and palm operating systems,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
only registered realtors shall be able to access the system,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
every user of the system shall be authenticated and authorized,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the product shall prevent its data from incorrect data being introduced,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall allow a real estate agent to query mls information,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the user shall be able to get driving directions to a selected property,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the user shall be able to download appointments and contact information for clients,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall display clear property images in the search results,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall update or create new property listings in the mls,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
realtor shall be able to generate a cma report based on property criteria,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall be able to call the seller or buyer to schedule an appointment,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the realtor shall be notified of new client appointments after automatic synchronization with office system,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the realtor shall be able to retrieve a map showing property locations for a specified area,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall notify the realtor when a seller or buyer responds to an appointment request,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the product shall allow the user to save the property search results,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall be easy to use by the program administrators or nursing staff members,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
all of the users shall be able to use the system after one day of training,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the number of mistakes noted by the students shall be decreased by 50 percent  in the first year,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the system shall be intuitive to the program administrators or nursing staff members,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2 out of 3 program administrators or nursing staff members shall successfully be able to use the system to manage the scheduling of classes and clinicals,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the system shall use symbols and words that are naturally understandable by the user community,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the verbiage used within the system shall be consistent with standard english and the terminology of the national nursing community,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
staff members shall be able to complete a set of tasks in a timely manner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the system shall be available for use between the hours of 8am and 6pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
system shall be able to handle all of the user requests or usage during business hours,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
the system shall cater to 10 simultaneous users from 9am to 5pm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the system shall be capable of processing 100 percent  of nursing students and their classes for the next 10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the system shall be expected to manage the nursing program curriculum and class or clinical scheduling for a minimum of 5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the system shall able to operate within a business office environment typical of the nursing department at depaul university,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the system shall be used within the specifications defined by the computers used by the program administrators or nursing staff members,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the system shall operate within the windows xp professional operating system,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the system shall interface with campusconnects central server,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the system shall interface with the faculty central server,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the system shall interface with the student master server,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
we must be able to interface with any html browser,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
only authorized users shall have access to clinical site information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
program administrators or nursing staff members are the only people who shall have access to clinical site details,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
only authorized users shall have access to students personal information,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dr susan poslusny and dr julie donalek are the only people who shall have access to students personal information,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
only authorized users shall have access to the portion of the system that interfaces with campusconnect,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
fit criterion dr susan poslusny and karen sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with campusconnect,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
the system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall protect private information in accordance with the organizations information policy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
the system shall be built such that it is as secure as possible from malicious interference,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the system shall use the organizations standard virus protection software to help monitor threats to itself,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a cohort shall be associated to one program of study offered by the department,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators and nursing staff members shall be able to add a listing of students to a cohort,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators and nursing staff members shall be able to add a single student to a cohort,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
students added to a cohort shall be eligible for the cohorts program of study,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators and nursing staff members shall be able to specify the preferred sequence of classes for a given cohort,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
for each class within a sequence for a cohort program administrators and nursing staff members shall be able to specify which quarter that class will be offered,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
for each class within a sequence for a cohort program administrators and nursing staff members shall be able to specify which quarter that class will be offered,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators and nursing staff members shall be able to add new classes to a sequence of classes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators and nursing staff members shall be able to add clinical classes or sections to a sequence of classes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators and nursing staff members shall be able to add a new cohort to the system identified by start month and year,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators and nursing staff members shall be able to add new classes for the nursing department into the system,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
a class shall be either a nonclinical class or a clinical class,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a nonclinical class shall specify the course name lecture room requirements and instructor needs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators or nursing staff members shall be able to create a new program of study,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
a program of study shall consist of a program name and listing of required classes both clinical and nonclinical that must be completed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators and nursing staff members shall have the ability to specify which classes are required for a program of study,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for program administrators or nursing staff members planning purposes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the report of needed classes shall include but not be limited to classes to be offered number of sections needed number of labs needed and room types needed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
classes for a given cohort shall not conflict with regards to the time and day that they are offered,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators and nursing staff members shall be able to add a new clinical site into the system,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
clinical site information shall include but not be limited to the name of the site contact person and contact information,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators and nursing staff members shall be able to add a new clinical lab section for an existing clinical class into the system,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
a clinical lab section shall include the clinical site name the class instructor day and time of the lab,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators and nursing staff members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall allow a program administrator or nursing staff member to remove a student from a clinical lab section,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall allow a program administrator or nursing staff member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators or nursing staff members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
a program administrator or nursing staff member shall be able to add a new nursing student to the system,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
a staff member shall have the ability to manage the progress of a part time student which includes modifying their sequence of classes and timeline of classes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system shall be able to display a printable summary for individual cohorts which will include the students enlisted the program of study sequence of classes cohort progress through the program and timeline of completion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter clinical site general information on labs held at that location dates and times of all labs held there,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall be able to display a printable summary for individual clinical labs which will include but not be limited to class name class number lab section listing of students enrolled instructor days time and location,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall be able to display a printable summary for individual nursing students which will include but not be limited to student name student id admission date classes credits gpa and the cohort that the student is enrolled in,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system shall be able to display a printable summary of the system log,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the system shall contain contact information email and phone number for all people relevant to the system including but not limited to staff members students lecture instructors clinical lab instructors and clinical site administrators,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system will use the stored email addresses as a primary means of communicating information to affected parties,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes timeline and what their schedule will be or shall be,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohorts program of study and changes to a given weeks schedule lab cancelled this week due to instructor illness,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the system will notify affected parties when changes occur affecting specific students including but not limited to changing a students status from full time to part time and moving a student to a different clinical section,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
program administrators or nursing staff members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators or nursing staff members shall have the ability to modify information relating to a program of study within the nursing department including the program of study name and required classes for that program of study,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators or nursing staff members shall have the ability to modify information relating to a clinical site including the clinical site name site contact person contact information and address,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators or nursing staff members shall have the ability to modify information relating to a clinical lab section including the clinical site name the department or section for the lab the class instructor day and time of lab and contact information,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
program administrators or nursing staff members shall have the ability to modify information relating to a nursing student including student id student name phone number email status full time or part time and program of study,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
all screens created as part of the disputes application must comply with corporate standards for interface creation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100 percent  of the cardmember and merchant services representatives shall use the disputes application regularly after a 2day training course,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100 percent  of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100 percent  of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the maximum wait time for a user navigating from one screen to another within the disputes application shall be no more than 5 seconds,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the disputes application shall support 350 concurrent users without any degradation of performance in the application,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
the disputes application shall be available 24 by 7x365 with the exception of the following scheduled maintenance windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
monday  saturday 300am to 400am est sunday 100amd to 500am est,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the disputes application shall interface with the statement database,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the statement database provides the transaction details to the disputes system,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
all transaction details must be obtained from the statement database,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the disputes application shall interface with the cardmember information database,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the cardmember information database provides detailed information with regard to a cardmember,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
all cardmember detail information must be obtained from the cardmember information database,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the disputes applications shall interface with the merchant information database,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the merchant information database provides detailed information with regard to the merchant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
all merchant detail information shall be obtained from the merchant information database,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the disputes application shall interface with the letters application,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
this will allow the disputes application to request letters as part of the dispute initiation and dispute follow up process,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
all letter requests must be sent to the print letter utility application,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the disputes application shall interface with the cardmember posting and billing system,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
this will allow the disputes application to request adjustments to cardmember and merchants accounts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
all adjustment requests must be sent to the cardmember posting and billing system,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
only users with update access must be able to initiate dispute requests,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
the disputes application shall ensure that only authorized users are allowed to logon to the application,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
all authorized users once authenticated must be able to logon to the disputes system,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the disputes system shall generate a user report that details any new users that have been added and any changes to an existing users access level,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
the report will be reviewed for auditing purposes,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
all additions of new users and modifications to users access shall be recorded on the user report,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
if a user account is revoked it can only be reinstantiated by the system administrator,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
only the system administrator shall be able to reset a revoked user logon account,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
the disputes application shall manipulate and view business data,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
users will not have direct access to data files or databases,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
all updates to data files or database must be initiated from the disputes system,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
the disputes application must conform to the legal requirements as specified by the merchant operating regulations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all business rules specified in the disputes system shall be in compliance with the merchant operating regulations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes application must conform to the legal requirements as specified by regulation e and regulation z that govern credit card disputes processing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all business rules specified in the disputes system shall be in compliance to the guidelines of regulation e and regulation z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes application must maintain a detailed history of every action that a user takes on a dispute case,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
this ensures a complete audit trail if questions arise later on with regard to a particular dispute case,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
all actions that modify an existing dispute case must be recorded in the case history,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
the disputes system must be accessible by both internal and external users,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the disputes system must prevent users from accessing any dispute cases that do not belong to their cardholder base,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system must provide different levels of access with regard to disputes case initiation and followup actions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system shall provide view access capability for authorized users of the application,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system shall provide update access capability for authorized users of the application,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system must allow the users to select disputable transactions based on the age of the transaction from a user interface and initiate a dispute ticket retrieval request or chargeback notification on the selected transaction,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system will provide the user the ability to create or initiate a ticket retrieval request,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
as part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
the ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system must allow the user to create three unique types of ticket retrieval requests,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the three types of ticket retrieval requests are 1 request for original receipt 2 request for a copy of the receipt or 3 request for a portfolio,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system must prevent external users from requesting original receipts,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
requests for original receipts are restricted to internal users,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information the dispute case number the type of retrieval requested copy original or portfolio and the date that the merchant response is due,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system shall allow the user to create or initiate a chargeback request,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the system must prompt the user to enter the required information to initiate a chargeback request,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
the chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system must provide a confirmation to the user upon the creation of a chargeback request,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the confirmation must contain the following information the dispute case number the type of chargeback requested pending or immediate and the date that the merchant response is due,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system shall prevent the creation of duplicate dispute requests 100 percent  of the time,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system shall accurately provide a list of possible reason codes for a given transaction,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the disputes system,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system must provide the ability to view existing dispute cases,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system must provide search functionality,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the search method must include the ability to search by 1 the dispute case number 2 the merchant account number 3 the cardmember account number and 4 the issuer number,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
in addition to the above criteria the search functionality must further allow the user to limit the results of the search by a date range the type of dispute ticket retrieval request or chargeback notification the case status open closed or all and the dispute reason code,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a list of all disputes cases that meet the entered search criteria must be provided to the user,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the list of cases must differentiate the type possibly and possibly status of the case by color coding the line item in the list,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
for example all open cases will be yellow and all closed cases will be gray,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the disputes system shall provide the users the ability to view the history of all activities that have occurred on the dispute case,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
the dispute system shall provide the users with the ability to follow up on a dispute case via followup actions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
the disputes system shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
for any systematic nonuser initiated action that occurs on a case such as the disputes aging process a case activity will be generated,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
all letter requests must be formatted according to guidelines specified by the print letter utility system,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
any disputes cases that have been closed for over 6 months must be purged from the online disputes database,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
the product must support internet explorer 55 and above,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product must support mozilla firefox 10 and above,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product shall interface with the choice parts system,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
this provides the feed of recycled parts data,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product shall run on the existing hardware for all environments,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the product shall adhere to the corporate architecture guidelines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the product shall comply with corporate user interface guidelines,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the product shall comply with corporate color scheme,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the appearance of the product shall appear professional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the product shall be easy to use by adjusters and collision estimators,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95 percent  of adjusters and collision estimators shall find the product easy to use,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall increase productivity of collision estimators,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80 percent  of the collision estimators shall agree their productivity has increase within 1 month of using the product,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
users shall feel satisfied using the product,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85 percent  of all users will be satisfied with the product,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall be easy to learn by adjusters and collision estimators,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the product shall be learned with two days onsite training,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the user shall easily locate instructions while using the product,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
